Reactant1;Reactant2;Product;Yield;M;L;T;S;A;id
BrC1=CC=C(S1)C1=CC=CC=C1;Cl[Zn]C1=CC=C(S1)C1=CC=CC=C1;S1C(=CC=C1C1=CC=CC=C1)C1=CC=C(S1)C1=CC=CC=C1;0.58;[2];[];[57];[69];[72, 72];903
CC1(CO)CC2=C(C=C(OS(=O)(=O)C(F)(F)F)C=C2)C1C1=CC=CC=C1;N#C[Zn]C#N;CC1(CO)CC2=C(C=C(C=C2)C#N)C1C1=CC=CC=C1;0.62;[1];[32];[57];[65];[71];904
CC1=CC=CC(Cl)=N1;N#C[Zn]C#N;CC1=CC=CC(=N1)C#N;0.971;[28];[];[57, 57];[65];[71];905
COC1=NC=C(Cl)C=C1;N#C[Zn]C#N;COC1=CC=C(C=N1)C#N;0.941;[28];[];[57, 57];[65];[71];906
ClC1=CC(Cl)=NC=C1;N#C[Zn]C#N;N#CC1=CC(=NC=C1)C#N;0.683;[28];[];[57, 57];[65];[71];907
ClC1=NC=CN=C1;N#C[Zn]C#N;N#CC1=NC=CN=C1;0.73;[28];[];[57, 57];[65];[71];908
NC1=NC=CC(Cl)=C1;N#C[Zn]C#N;NC1=CC(=CC=N1)C#N;0.889;[28];[];[57, 57];[65];[71];909
OB(O)C1=CC=C(Cl)C=C1;N#C[Zn]C#N;OB(O)C1=CC=C(C=C1)C#N;0.74;[28];[];[57, 57];[65];[71];910
CCOC(=O)N1N(C2CCN(CC2)C(=O)OC(C)(C)C)C(=O)C2=C1C=CC=C2Br;[Zn]C#N;CCOC(=O)N1N(C2CCN(CC2)C(=O)OC(C)(C)C)C(=O)C2=C1C=CC=C2C#N;0.85;[1];[42];[57];[62];[71];911
BrC1=CN=CC=C1;N#C[Zn]C#N;N#CC1=CN=CC=C1;0.4;[15];[42];[57];[62];[73, 71];912
OC1=CC=CC(Br)=C1;N#C[Zn]C#N;OC1=CC(=CC=C1)C#N;0.55;[15];[42];[57];[62];[73, 71];913
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=C(OCC)C=CC(Br)=C1;CCOC(=O)C[Zn]Br;CCCC1=NN(C)C2=C1N=C(NC2=O)C1=C(OCC)C=CC(CC(=O)OCC)=C1;0.53;[1];[44];[57];[60];[];914
CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I;CCOC(=O)C(C)(C)NC(=O)CC1=CSC(=N1)C1=C(Br)C=C(Cl)C=C1;CCOC(=O)C(C)(C)NC(=O)CC1=CSC(=N1)C1=C(C=C(Cl)C=C1)C1CCN(CC1)C(=O)OC(C)(C)C;0.27;[4];[44];[57];[65];[];915
I[Zn]C1CCOCC1;CCOC(=O)C(C)(C)NC(=O)CC1=CSC(=N1)C1=C(Br)C=C(Cl)C=C1;CCOC(=O)C(C)(C)NC(=O)CC1=CSC(=N1)C1=C(C=C(Cl)C=C1)C1CCOCC1;0.5;[4];[44];[57];[65];[];916
BrC1=C2C=NC=CC2=CC=C1;CC(C)(C)OC(=O)C[Zn+][Br-];CC(C)(C)OC(=O)CC1=CC=CC2=CC=NC=C12;0.78;[4];[37];[57];[60];[];918
Br[Zn]C1CC1;CN1C(=O)C2=CC(Br)=CN2C2=CC(=CC=C2C11CC1)C1=CC=CN=C1C;CN1C(=O)C2=CC(=CN2C2=CC(=CC=C2C11CC1)C1=CC=CN=C1C)C1CC1;0.15;[6];[];[57];[60];[72];920
CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I;CCC1=C(N(C)C2=NC(=C(S2)C#N)C2=CC=C(F)C=C2)N2C=C(Br)C=C(C)C2=N1;CCC1=C(N(C)C2=NC(=C(S2)C#N)C2=CC=C(F)C=C2)N2C=C(C=C(C)C2=N1)C1CCN(CC1)C(=O)OC(C)(C)C;0.3;[5];[];[57];[65];[72];921
ClC1=C(Cl)N=CC=N1;I[Zn]C1CCOCC1;ClC1=NC=CN=C1C1CCOCC1;0.29;[5];[];[57];[];[72, 72];922
COC(=O)C1=NC(Br)=CC=C1;CC(C)(C)OC(=O)N1CC(C1)[Zn]I;COC(=O)C1=CC=CC(=N1)C1CN(C1)C(=O)OC(C)(C)C;0.49;[5];[];[57];[65];[72];923
BrC1=C2OC=CC2=C(OCCOC2CCCCO2)C=C1;CCOC(=O)C[Zn]Br;CCOC(=O)CC1=C2OC=CC2=C(OCCOC2CCCCO2)C=C1;0.54;[1, 1];[];[57];[60];[];924
CC1=CC(Br)=CC(C)=N1;CC(C)(C)OC(=O)N1CCC(C[Zn]I)CC1;CC1=CC(CC2CCN(CC2)C(=O)OC(C)(C)C)=CC(C)=N1;0.63;[7];[];[57];[65];[72];925
CC(C)(C)OC(=O)N1CC(C1)[Zn]I;IC1=CC=C2NN=CC2=C1;CC(C)(C)OC(=O)N1CC(C1)C1=CC2=C(NN=C2)C=C1;0.59;[7, 7];[];[57];[];[72];926
CC1(C)O[C@H]2CNS(=O)(=O)N(CC3=CC=CC=C3Br)C[C@@H]2O1;Br[Zn]CC1=CC=CC=C1;[H][C@]12CNS(=O)(=O)N(CC3=CC=CC=C3CC3=CC=CC=C3)C[C@]1([H])OC(C)(C)O2;0.85;[];[32, 32];[57];[60];[];928
FC(F)(F)C(=O)NC1CCC2=C1C=C(Br)S2;N#C[Zn]C#N;FC(F)(F)C(=O)NC1CCC2=C1C=C(S2)C#N;0.66;[1];[32];[57];[61];[];929
BrC1=CC2=C(C=C1)N(CC1CCOCC1)S(=O)(=O)C2;CC(C)(C)OC(=O)C[Zn+][Br-];CC(C)(C)OC(=O)CC1=CC2=C(C=C1)N(CC1CCOCC1)S(=O)(=O)C2;0.96;[1];[34];[57];[60];[];930
COC(=O)C1=CC2=C(C=C1)N=C(C(Br)=N2)C1=CC=CC=C1;CC[Zn]CC;CCC1=C(N=C2C=CC(=CC2=N1)C(=O)OC)C1=CC=CC=C1;0.35;[1];[34];[57];[60];[];931
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=C(OCC)C=CC(Br)=C1;CCOC(=O)C[Zn]Br;CCCC1=NN(C)C2=C1N=C(NC2=O)C1=C(OCC)C=CC(CC(=O)OCC)=C1;0.52;[1];[34];[57];[60];[];932
CCCC1=NN(C)C2=C1N=C(NC2=O)C1=C(OCC)C=CC(Br)=C1;CCOC(=O)C[Zn]Br;CCCC1=NN(C)C2=C1N=C(NC2=O)C1=C(OCC)C=CC(CC(=O)OCC)=C1;0.5294;[1];[34];[57];[60];[];933
COC(=O)C1(CC1)[Zn]Br;CC(C)(CO[Si](C)(C)C(C)(C)C)C1=CNC2=CC=C(Br)C=C12;COC(=O)C1(CC1)C1=CC=C2NC=C(C2=C1)C(C)(C)CO[Si](C)(C)C(C)(C)C;0.81;[1];[34];[57];[60];[];934
C[C@@H]1CCC[C@H](N2CCC(=CC2=O)C2=C(F)C(Cl)=CC=C2Br)C2=CC(=CC=N2)C2=CC(F)=CC=C2NC1=O;N#C[Zn]C#N;C[C@@H]1CCC[C@H](N2CCC(=CC2=O)C2=C(F)C(Cl)=CC=C2C#N)C2=CC(=CC=N2)C2=CC(F)=CC=C2NC1=O;0.56;[6];[];[57];[61];[71];935
COC(=O)C1=CC=C(Cl)C=C1;N#C[Zn]C#N;COC(=O)C1=CC=C(C=C1)C#N;0.861;[6];[];[57];[65];[71];936
ClC1=C2C=CC=CC2=CC2=CC=CC=C12;N#C[Zn]C#N;N#CC1=C2C=CC=CC2=CC2=CC=CC=C12;0.99;[6];[];[57];[65];[71];937
N#C[Zn]C#N;OC(=O)C1=CC=C(Cl)C=C1;OC(=O)C1=CC=C(C=C1)C#N;0.84;[6];[];[57];[65];[71];938
Br[Zn]C1CCC1;COC1=C(OCC2=CC=CC=C2)C=C2N(C(=O)OC(C)(C)C)C3=CC=NC(Cl)=C3C2=C1;COC1=C(OCC2=CC=CC=C2)C=C2N(C(=O)OC(C)(C)C)C3=CC=NC(C4CCC4)=C3C2=C1;0.3;[5];[];[57];[64];[];939
CC1=CN=C(C=C1)[C@H]1C[C@@H]1COC1=NC(C)=NC=C1Br;Br[Zn]C1CCCCC1;CC1=CN=C(C=C1)[C@H]1C[C@@H]1COC1=C(C=NC(C)=N1)C1CCCCC1;0.23;[5];[];[57];[60];[];940
NS(=O)(=O)C1=C(Cl)C2=C(CCCC2)N=C1Br;C[Zn]C;CC1=NC2=C(CCCC2)C(Cl)=C1S(N)(=O)=O;0.7;[5];[];[57];[60];[];941
CCOC(=O)C1=NC(Cl)=CC(C)=C1;Br[Zn]C1CCCC1;CCOC(=O)C1=NC(=CC(C)=C1)C1CCCC1;0.7;[5];[];[57];[60];[];942
BrC1=CSC=C1;BrCCC[Zn]Br;BrCCCC1=CSC=C1;0.82;[7];[];[57];[65];[];943
BrC1=CSC=C1;Br[Zn]CC1CCCCC1;C(C1CCCCC1)C1=CSC=C1;0.95;[7];[];[57];[65];[];944
BrC1=CSC=C1;Br[Zn]CCCC1=CC=CC=C1;C(CC1=CSC=C1)CC1=CC=CC=C1;0.95;[7];[];[57];[65];[];945
BrC1=CSC=C1;[Br-][Zn++][CH2-]CC=C;C=CCCC1=CSC=C1;0.95;[7];[];[57];[65];[];946
BrC1=CSC=C1;CC#CCCC[Zn]Br;CC#CCCCC1=CSC=C1;0.95;[7];[];[57];[65];[];947
BrC1=CSC=C1;CCCC(C)(C)C[Zn]Br;CCCC(C)(C)CC1=CSC=C1;0.95;[7];[];[57];[65];[];948
BrC1=CSC=C1;CCCCC(C)(C)[Zn]Br;CCCCC(C)(C)C1=CSC=C1;0.95;[7];[];[57];[65];[];949
BrC1=CSC=C1;CCCCC(CC)[Zn]Br;CCCCC(CC)C1=CSC=C1;0.95;[7];[];[57];[65];[];950
BrC1=CSC=C1;CCCCCCC(CCCC)C[Zn]Br;CCCCCCC(CCCC)CC1=CSC=C1;0.95;[7];[];[57];[65];[];952
BrC1=CSC=C1;CCCCCCCCC(CCCCCC)C[Zn]Br;CCCCCCCCC(CCCCCC)CC1=CSC=C1;0.95;[7];[];[57];[65];[];953
BrC1=CSC=C1;CCCCCCCCCC(CCCCCCC)C[Zn]Br;CCCCCCCCCC(CCCCCCC)CC1=CSC=C1;0.95;[7];[];[57];[65];[];954
BrC1=C[Se]C=C1;CCCCCCCCCCC(CCCCCCCC)C[Zn]Br;CCCCCCCCCCC(CCCCCCCC)CC1=C[Se]C=C1;0.63;[7];[];[57];[65];[];955
BrC1=CC=CS1;CCCCCCCCCCC(CCCCCCCC)C[Zn]Br;CCCCCCCCCCC(CCCCCCCC)CC1=CC=CS1;0.95;[7];[];[57];[65];[];956
CCCCCCCCCCC(CCCCCCCC)C[Zn]Br;CN1C=CC(Br)=C1;CCCCCCCCCCC(CCCCCCCC)CC1=CN(C)C=C1;0.77;[7];[];[57];[65];[];957
CCCCCCCCCCC(CCCCCCCC)C[Zn]Br;BrC1=CNC=C1;CCCCCCCCCCC(CCCCCCCC)CC1=CNC=C1;0.71;[7];[];[57];[65];[];958
BrC1=COC=C1;CCCCCCCCCCC(CCCCCCCC)C[Zn]Br;CCCCCCCCCCC(CCCCCCCC)CC1=COC=C1;0.6;[7];[];[57];[65];[];959
BrC1=CSC=C1;CCCCCCCCCCC(CCCCCCCC)C[Zn]Br;CCCCCCCCCCC(CCCCCCCC)CC1=CSC=C1;0.95;[7];[];[57];[65];[];960
BrC1=CSC=C1;CCCCCCCCCCC(CCCCCCCCC)C[Zn]Br;CCCCCCCCCCC(CCCCCCCCC)CC1=CSC=C1;0.95;[7];[];[57];[65];[];962
BrC1=CSC=C1;CCCCCCCCCCC(CCCCCCCCCC)C[Zn]Br;CCCCCCCCCCC(CCCCCCCCCC)CC1=CSC=C1;0.95;[7];[];[57];[65];[];963
BrC1=CSC=C1;CCCCCCCCCCCCC(CCCCCCCCCC)C[Zn]Br;CCCCCCCCCCCCC(CCCCCCCCCC)CC1=CSC=C1;0.95;[7];[];[57];[65];[];964
BrC1=CSC=C1;CCCCCCCCCCCC[Zn]Br;CCCCCCCCCCCCC1=CSC=C1;0.95;[7];[];[57];[65];[];965
BrC1=CSC=C1;COC(=O)CCC[Zn]Br;COC(=O)CCCC1=CSC=C1;0.95;[7];[];[57];[65];[];966
BrC1=CSC=C1;FCCC[Zn]Br;FCCCC1=CSC=C1;0.95;[7];[];[57];[65];[];968
BrC1=CSC=C1;Br[Zn]CCCC#N;N#CCCCC1=CSC=C1;0.95;[7];[];[57];[65];[];969
BrC1=CSC=C1;NC(=O)CCC[Zn]Br;NC(=O)CCCC1=CSC=C1;0.95;[7];[];[57];[65];[];970
Cl[Zn]CC1CCCCC1;CC(C)(C)OC(=O)NC1=NN=C(Cl)C=C1;CC(C)(C)OC(=O)NC1=CC=C(CC2CCCCC2)N=N1;0.67;[];[];[57, 57];[60];[];971
NC1=NN=C(Cl)C=C1;FC1=CC=CC(C[Zn]Cl)=C1;NC1=CC=C(CC2=CC(F)=CC=C2)N=N1;0.8;[12];[];[57];[64];[];972
COC1=CC(Br)=C(F)C=C1N1C(=O)C=CC2=C1C=CC(=C2)S(=O)(=O)NC1=NOC=C1;Br[Zn]C1=NC=CC=C1;COC1=CC(=C(F)C=C1N1C(=O)C=CC2=C1C=CC(=C2)S(=O)(=O)NC1=NOC=C1)C1=NC=CC=C1;0.1862;[2];[];[57];[60];[];973
CCNC(=O)NC1=CC2=C(F)C(Br)=CC(Cl)=C2C=N1;Br[Zn]C1=NC=CC=C1;CCNC(=O)NC1=CC2=C(F)C(=CC(Cl)=C2C=N1)C1=NC=CC=C1;0.88;[2];[];[57];[60];[];974
FC1=C(C[Zn]Br)C=CC=C1Cl;COC1=C(Br)C=NC(Cl)=C1;COC1=C(CC2=C(F)C(Cl)=CC=C2)C=NC(Cl)=C1;0.6;[2];[];[57];[60];[];975
CC1=CC2=C(N1)C(F)=C(F)C=C2Br;C[Zn]Cl;CC1=CC2=C(C)C=C(F)C(F)=C2N1;0.57;[6];[];[57];[60];[];976
CCOP(=O)(OCC)C1=CC(OC)=CC(OCC2=CC=CC=C2)=C1C1=C(C=CC=C1Br)N(=O)=O;Cl[Zn]C1=CC=CC=C1;CCOP(=O)(OCC)C1=CC(OC)=CC(OCC2=CC=CC=C2)=C1C1=C(C=CC=C1C1=CC=CC=C1)N(=O)=O;0.55;[6];[];[57];[62];[];977
COC1=CC(OCC2=CC=CC=C2)=C(C(=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1)C1=C(C=CC=C1Br)N(=O)=O;Cl[Zn]C1=CC=CC=C1;COC1=CC(OCC2=CC=CC=C2)=C(C(=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1)C1=C(C=CC=C1C1=CC=CC=C1)N(=O)=O;0.52;[6];[];[57];[62];[];978
COC1=CC(OCC2=CC=CC=C2)=C(C(=C1)P(=O)(C1CCCCC1)C1CCCCC1)C1=C(C=CC=C1Br)N(=O)=O;Cl[Zn]C1=CC=CC=C1;COC1=CC(OCC2=CC=CC=C2)=C(C(=C1)P(=O)(C1CCCCC1)C1CCCCC1)C1=C(C=CC=C1C1=CC=CC=C1)N(=O)=O;0.6;[6];[];[57];[62];[];979
CCOP(=O)(OCC)C1=CC(OC)=CC(OCC2=CC=CC=C2)=C1C1=C(C=CC=C1Br)N(=O)=O;Cl[Zn]C1=CC=CC=C1;CCOP(=O)(OCC)C1=CC(OC)=CC(OCC2=CC=CC=C2)=C1C1=C(C=CC=C1C1=CC=CC=C1)N(=O)=O;0.55;[6];[];[57];[60];[];980
COC1=CC(OCC2=CC=CC=C2)=C(C(=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1)C1=C(C=CC=C1Br)N(=O)=O;Cl[Zn]C1=CC=CC=C1;COC1=CC(OCC2=CC=CC=C2)=C(C(=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1)C1=C(C=CC=C1C1=CC=CC=C1)N(=O)=O;0.52;[6];[];[57];[60];[];981
COC1=CC(OCC2=CC=CC=C2)=C(C(=C1)P(=O)(C1CCCCC1)C1CCCCC1)C1=C(C=CC=C1Br)N(=O)=O;Cl[Zn]C1=CC=CC=C1;COC1=CC(OCC2=CC=CC=C2)=C(C(=C1)P(=O)(C1CCCCC1)C1CCCCC1)C1=C(C=CC=C1C1=CC=CC=C1)N(=O)=O;0.6;[6];[];[57];[60];[];982
BrC1=CN=C(Br)C=C1;CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I;CC(C)(C)OC(=O)N1CCC(CC1)C1=NC=C(Br)C=C1;0.48;[];[];[57];[69];[72];983
BrC1=CC(CNC(=O)C2=NC3=CC(NC4CCOCC4)=NC=C3C=C2)=CN=C1;Br[Zn]CC1=CC=CC=C1;O=C(NCC1=CC(CC2=CC=CC=C2)=CN=C1)C1=NC2=CC(NC3CCOCC3)=NC=C2C=C1;0.24;[];[];[57, 57];[60];[];984
CC1=NC(OC2=C(Br)C=CC(Cl)=C2)=C(S1)C(=O)N1CCN(C2CC2)C2=C1C=CC=C2;C[Zn]C;CC1=NC(OC2=C(C)C=CC(Cl)=C2)=C(S1)C(=O)N1CCN(C2CC2)C2=C1C=CC=C2;0.81;[7];[];[57];[64];[];985
COC1=CC=C(COCC(I)=C(C)CCCO[Si](C)(C)C(C)(C)C)C=C1;C[Zn]C;COC1=CC=C(COC\C(C)=C(\C)CCCO[Si](C)(C)C(C)(C)C)C=C1;0.76;[7];[];[57];[64];[];986
COC1=NC=C(Br)N=C1;CCOC(=O)C1=CSC([Zn]Br)=N1;CCOC(=O)C1=CSC(=N1)C1=CN=C(OC)C=N1;0.9;[7];[];[57];[61];[];987
Br[Zn]C1CC1;CN(C)[C@H]1CC[C@@H](CC1)NC1=C2C(Br)=CN(COCC[Si](C)(C)C)C2=NC=N1;CN(C)[C@H]1CC[C@@H](CC1)NC1=C2C(=CN(COCC[Si](C)(C)C)C2=NC=N1)C1CC1;0.57;[7];[];[57];[60];[];988
CN(C)[C@H]1CC[C@@H](CC1)NC1=C2C(Br)=CN(COCC[Si](C)(C)C)C2=NC=N1;Br[Zn]C1CCCC1;CN(C)[C@H]1CC[C@@H](CC1)NC1=C2C(=CN(COCC[Si](C)(C)C)C2=NC=N1)C1CCCC1;0.86;[7];[];[57];[60];[];990
COC(=O)C1=C(N)C2=NC(Cl)=CN=C2S1;CC[Zn]CC;CCC1=CN=C2SC(C(=O)OC)=C(N)C2=N1;0.98;[7];[];[57];[63];[];991
COC(=O)C1=NC(Br)=CC=C1N;Br[Zn]C1=NC=CS1;COC(=O)C1=NC(=CC=C1N)C1=NC=CS1;0.51;[7];[];[57];[60];[];992
COC(=O)C1=NC(Br)=CC=C1N;Br[Zn]C1=NC=CS1;COC(=O)C1=NC(=CC=C1N)C1=NC=CS1;0.51;[7];[];[57];[60];[];993
CC(C)(C)OC(=O)N1CCC(CC1)[Zn]I;CC1=CN2C=C(N=C(C)C2=N1)C1=CC=C2N=C(OS(=O)(=O)C(F)(F)F)C=CC2=C1;CC1=CN2C=C(N=C(C)C2=N1)C1=CC=C2N=C(C=CC2=C1)C1CCN(CC1)C(=O)OC(C)(C)C;0.62;[];[];[57, 57];[64];[];994
ClC1=CN=CC=C1;C[Si](C)(C)C[Zn]Cl;C[Si](C)(C)CC1=CC=CN=C1;0.81;[9];[];[57];[62];[];995
CC1=C(Cl)C=C(C=C1)C1=CC=C(F)C=C1;C[Si](C)(C)C[Zn]Cl;CC1=C(C[Si](C)(C)C)C=C(C=C1)C1=CC=C(F)C=C1;0.63;[9];[];[57];[62];[];996
CCCCCC1=NC=C(Cl)C=C1C1=CC=CS1;Cl[Zn]CC1=CC=CC=C1;CCCCCC1=NC=C(CC2=CC=CC=C2)C=C1C1=CC=CS1;0.77;[9];[];[57];[62];[];997
COC1=CC=C(Cl)C=C1;C[Si](C)(C)C[Zn]Cl;COC1=CC=C(C[Si](C)(C)C)C=C1;0.6;[9];[];[57];[62];[];998
FC1=CC=C(C=C1)C1=CC=C(Cl)C=C1C1=CC=CC=C1;Cl[Zn]CC1=CC=CC=C1;FC1=CC=C(C=C1)C1=CC=C(CC2=CC=CC=C2)C=C1C1=CC=CC=C1;0.57;[9];[];[57];[62];[];999
ClC1=CC2=CC=CC=C2C=C1;FC1=CC=C([Zn]Cl)C=C1;FC1=CC=C(C=C1)C1=CC2=CC=CC=C2C=C1;0.71;[9];[];[57];[62];[];1000
FC1=CC(F)=C(F)C(\C=N\CC2=CC=CC=C2)=C1F;C[Zn]C;CC1=C(F)C=C(F)C(F)=C1\C=N\CC1=CC=CC=C1;0.7;[];[];[57, 57, 57];[];[];1001
FC(F)(F)C1=CC=CC=[C-]1[Zn++][C-]1=CC=CC=C1C(F)(F)F;CC1=CC=C(C=C1)N=CC1=C(Cl)C=CC=C1Cl;CC1=CC=C(C=C1)N=CC1=C(C=CC=C1C1=CC=CC=C1C(F)(F)F)C1=CC=CC=C1C(F)(F)F;0.63;[];[];[57, 57];[63];[];1003
FC1=CC=CC(F)=C1C=NC1=C2C=CC=CC2=CC=C1;C[Zn]C;CC1=CC=CC(C)=C1C=NC1=CC=CC2=C1C=CC=C2;0.85;[];[];[57, 57];[63];[];1004
FC(F)(F)C1=CC=CC=[C-]1[Zn++][C-]1=CC=CC=C1C(F)(F)F;ClC1=CC=CC=C1C=NC1=CC=CC2=CC=CC=C12;FC(F)(F)C1=C(C=CC=C1)C1=C(C=NC2=C3C=CC=CC3=CC=C2)C=CC=C1;0.86;[];[];[57, 57];[63];[];1005
FC(F)(F)C1=CC=CC=[C-]1[Zn++][C-]1=CC=CC=C1C(F)(F)F;ClC1=CC=C(C=NCC2=CC=CC=C2)C(Cl)=C1;FC(F)(F)C1=C(C=CC=C1)C1=CC=C(C=NCC2=CC=CC=C2)C(=C1)C1=C(C=CC=C1)C(F)(F)F;0.63;[];[];[57, 57];[63];[];1006
FC(F)(F)C1=CC=CC=[C-]1[Zn++][C-]1=CC=CC=C1C(F)(F)F;ClC1=CC=CC(Cl)=C1C=NC1=CC=C2C=CC=CC2=C1;FC(F)(F)C1=C(C=CC=C1)C1=CC=CC(=C1C=NC1=CC2=C(C=CC=C2)C=C1)C1=C(C=CC=C1)C(F)(F)F;0.64;[];[];[57, 57];[63];[];1007
ClC1=CC=C(C=NC2=C3C=CC=CC3=CC=C2)C(Cl)=C1;FC(F)(F)C1=CC=CC=[C-]1[Zn++][C-]1=CC=CC=C1C(F)(F)F;FC(F)(F)C1=CC=CC=C1C1=CC=C(C=NC2=C3C=CC=CC3=CC=C2)C(=C1)C1=C(C=CC=C1)C(F)(F)F;0.54;[];[];[57, 57];[63];[];1008
FC(F)(F)C1=CC=CC=[C-]1[Zn++][C-]1=CC=CC=C1C(F)(F)F;ClC1=CC=CC(Cl)=C1C=NC1=CC=CC=C1;FC(F)(F)C1=CC=CC=C1C1=CC=CC(C2=CC=CC=C2C(F)(F)F)=C1C=NC1=CC=CC=C1;0.88;[];[];[57, 57];[63];[];1009
ClC1=CC=CC(Cl)=C1C=NCC1=CC=CC=C1;FC(F)(F)C1=CC=CC=[C-]1[Zn++][C-]1=CC=CC=C1C(F)(F)F;FC(F)(F)C1=CC=CC=C1C1=CC=CC(C2=CC=CC=C2C(F)(F)F)=C1C=NCC1=CC=CC=C1;0.46;[];[];[57, 57];[63];[];1010
CCOC(=O)C1=C(N)N=C(C(Br)=C1)C(F)(F)F;C[Zn]Br;CCOC(=O)C1=C(N)N=C(C(C)=C1)C(F)(F)F;0.25;[0];[];[57];[64];[];1011
COC1=C(C=C(I)C=C1C(=O)N(C)C)N(=O)=O;N#C[Zn]C#N;COC1=C(C=C(C=C1C(=O)N(C)C)C#N)N(=O)=O;0.44;[0];[];[57];[61];[];1012
N#C[Zn]C#N;CC(=O)C1=CC=C(N)C(I)=C1;CC(=O)C1=CC(C#N)=C(N)C=C1;0.9;[0];[];[57];[61];[];1014
N#C[Zn]C#N;CC(=O)C1=CC=C(Br)C=C1;CC(=O)C1=CC=C(C=C1)C#N;0.91;[0];[];[57];[61];[];1015
N#C[Zn]C#N;CC(C)(C)OC(=O)CC1=CC(I)=CC=C1N(=O)=O;CC(C)(C)OC(=O)CC1=CC(=CC=C1N(=O)=O)C#N;0.84;[0];[];[57];[61];[];1016
N#C[Zn]C#N;CC(C)(C)OC(=O)N1CCC(CC1)C1=CN(C2=CC=C(Br)C=C12)C1=CC=C(F)C=C1;CC(C)(C)OC(=O)N1CCC(CC1)C1=CN(C2=CC=C(C=C12)C#N)C1=CC=C(F)C=C1;0.9;[0];[];[57];[61];[];1017
CC1=C(Br)C=C(OC2CC2)C(=C1)N(=O)=O;N#C[Zn]C#N;CC1=C(C=C(OC2CC2)C(=C1)N(=O)=O)C#N;0.89;[0];[];[57];[61];[];1018
CC1=CC(F)=C(Br)C=C1;N#C[Zn]C#N;CC1=CC(F)=C(C=C1)C#N;0.96;[0];[];[57];[61];[];1020
CC1=CC=C(Br)C=C1;N#C[Zn]C#N;CC1=CC=C(C=C1)C#N;0.84;[0];[];[57];[61];[];1021
CC1=C(Br)C=C(C=C1)N(=O)=O;N#C[Zn]C#N;CC1=CC=C(C=C1C#N)N(=O)=O;0.42;[0];[];[57];[61];[];1022
CN1C=NC=C1C(O)(C1=CC=C(I)C=C1)C1=CC2=C(C=C1)N(C)C(=O)N2C1=CC(Cl)=CC=C1;N#C[Zn]C#N;CN1C=NC=C1C(O)(C1=CC=C(C=C1)C#N)C1=CC2=C(C=C1)N(C)C(=O)N2C1=CC(Cl)=CC=C1;0.71;[0];[];[57];[61];[];1023
CN1C=NC=C1C(O)(C1=CC=C(I)C=C1)C1=CC2=C(C=C1)N(C)C(=O)N2CC1=CC=CC(Cl)=C1;N#C[Zn]C#N;CN1C=NC=C1C(O)(C1=CC=C(C=C1)C#N)C1=CC2=C(C=C1)N(C)C(=O)N2CC1=CC=CC(Cl)=C1;0.62;[0];[];[57];[61];[];1024
COC(=O)[C@@H](CC1=CC(Br)=C2NC(=O)OC2=C1)NC(=O)OCC1=CC=CC=C1;N#C[Zn]C#N;COC(=O)[C@@H](CC1=CC2=C(NC(=O)O2)C(=C1)C#N)NC(=O)OCC1=CC=CC=C1;0.9;[0];[];[57];[61];[];1025
COC(=O)C1=CC(Br)=CO1;N#C[Zn]C#N;COC(=O)C1=CC(=CO1)C#N;0.76;[0];[];[57];[61];[];1026
COC(=O)CC1=CC=C(OS(=O)(=O)C(F)(F)F)C(Cl)=C1;N#C[Zn]C#N;COC(=O)CC1=CC=C(C#N)C(Cl)=C1;0.37;[0];[];[57];[61];[];1027
COC(=O)CC1=CC=C(OS(=O)(=O)C(F)(F)F)C(Cl)=C1;N#C[Zn]C#N;COC(=O)CC1=CC=C(C#N)C(Cl)=C1;0.7;[0];[];[57];[61];[];1028
COC1=CC(N)=CC(I)=C1;N#C[Zn]C#N;COC1=CC(=CC(N)=C1)C#N;0.83;[0];[];[57];[61];[];1029
COC1=CC=C(I)C=C1;N#C[Zn]C#N;COC1=CC=C(C=C1)C#N;0.92;[0];[];[57];[61];[];1030
COC1=CC=C(CN2CCCC3=C2N=CC=C3I)C=C1;N#C[Zn]C#N;COC1=CC=C(CN2CCCC3=C2N=CC=C3C#N)C=C1;0.613;[0];[];[57];[61];[];1032
N#C[Zn]C#N;COC1=CC=C2C=CC(OS(=O)(=O)C(F)(F)F)=CC2=C1;COC1=CC=C2C=CC(=CC2=C1)C#N;0.72;[0];[];[57];[61];[];1033
CS(=O)(=O)NC1=C(Cl)C=C(I)C=C1;N#C[Zn]C#N;CS(=O)(=O)NC1=C(Cl)C=C(C=C1)C#N;1.0;[0];[];[57];[61];[];1034
N#C[Zn]C#N;CS(=O)(=O)NC1=CC=C(I)C=C1F;CS(=O)(=O)NC1=CC=C(C=C1F)C#N;0.87;[0];[];[57];[61];[];1035
